S.No,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3),TOT-RF (mm)
493,05-Nov-2018 - 00:00,06-Nov-2018 - 00:00,11.12,41.29,11.64,20.29,20.25,5.88,3.15,0.63,21.56,2.31,5.42,28,73.25,1.19,151.56,109.92,754.62,0.02,28.42,0,1.83,0
494,06-Nov-2018 - 00:00,07-Nov-2018 - 00:00,31.72,91.09,28.79,43.39,46.48,6.99,6.7,0.76,26.91,4.63,10.34,28.16,73.64,1.35,189.96,131.23,754.57,0.02,28.24,0,4.65,0
495,07-Nov-2018 - 00:00,08-Nov-2018 - 00:00,107.7,170.38,30.33,46.61,49.45,7.82,22.01,0.77,42.71,4.89,10.17,28.02,70.12,1.31,173.31,147.71,755.01,0.04,28.16,0,3.59,0
496,08-Nov-2018 - 00:00,09-Nov-2018 - 00:00,169.11,168.34,22.66,38.14,38.71,9.98,16.18,0.68,42.4,4.95,10.73,28.03,70,1.65,157.76,135.43,754.32,0.06,27.71,0,4,0
497,09-Nov-2018 - 00:00,10-Nov-2018 - 00:00,48.91,109.84,13.4,30.95,27.36,12.46,5.69,0.68,41.33,3.55,7.85,28.28,71.73,1.61,138.11,130.35,752.4,0.05,28.05,0,2.99,0
498,10-Nov-2018 - 00:00,11-Nov-2018 - 00:00,67.93,161.88,14.38,35.33,30.48,14.02,14.18,0.76,53.52,4.72,8.9,28.3,69.41,1.94,149.88,130.1,753.12,0.06,28,0,3.47,0
499,11-Nov-2018 - 00:00,12-Nov-2018 - 00:00,88.03,142.94,3.09,18.16,12.18,14.68,15.33,0.7,121.38,3.11,5.29,27.91,63.12,2.63,162.69,134.62,753.79,0.08,27.87,0,1.07,0
500,12-Nov-2018 - 00:00,13-Nov-2018 - 00:00,89.8,156.69,4.07,32.92,20.82,13.13,11.99,0.92,111.63,4.91,9.08,28.09,63.21,2.53,180.97,119.48,751.66,0.06,27.36,0,2.48,0
501,13-Nov-2018 - 00:00,14-Nov-2018 - 00:00,56.96,120.5,3.59,24.81,16.12,9.86,10.21,0.75,117.96,3.85,6.7,28,57.62,3.01,167.55,140.3,749.27,0.1,27.94,0,1.65,0
502,14-Nov-2018 - 00:00,15-Nov-2018 - 00:00,72.43,130.26,3.38,20.55,13.68,10.51,8.26,0.75,134.08,3.9,5.15,28.3,60.12,3.3,167.08,119.57,750.07,0.09,28.07,0,1.3,0
503,15-Nov-2018 - 00:00,16-Nov-2018 - 00:00,56.42,107.82,3.31,18.58,12.58,9.21,5.08,0.73,99.21,3.72,6.13,27.91,65.15,2.87,152.5,75.08,753.25,0.09,27.75,0,1.6,0
504,16-Nov-2018 - 00:00,17-Nov-2018 - 00:00,52.69,115.62,3.11,19.09,12.7,8.33,3.22,0.84,77.38,3.76,6.67,27.69,71.79,2.18,79.45,71.05,754.17,0.08,28.32,0,2.19,0
505,17-Nov-2018 - 00:00,18-Nov-2018 - 00:00,56.29,135.96,8.16,21.06,17.85,9.1,3.05,0.7,62.36,3.52,5.38,27.97,74.99,1.65,114.39,127.16,753.28,0.05,28.1,0,1.92,0
506,18-Nov-2018 - 00:00,19-Nov-2018 - 00:00,40.31,97.61,10.97,26.89,23.22,7.52,8.87,0.63,39.46,3.31,6.78,28.25,73.68,1.85,139.69,132.8,754.93,0.06,28.08,0,2.05,0
507,19-Nov-2018 - 00:00,20-Nov-2018 - 00:00,43.5,90.46,3.41,15.39,10.95,9.11,3.95,0.63,60.83,2.69,6.44,28.88,72.42,2.23,105.96,132.44,757.32,0.08,27.87,0,1.53,0
508,20-Nov-2018 - 00:00,21-Nov-2018 - 00:00,47.87,94.2,4.24,18.09,13.08,10.19,4.88,0.66,59.23,2.61,6.38,29.07,71.76,1.83,155.94,142.15,758.39,0.05,27.42,0,1.32,0
509,21-Nov-2018 - 00:00,22-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
510,22-Nov-2018 - 00:00,23-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
511,23-Nov-2018 - 00:00,24-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
512,24-Nov-2018 - 00:00,25-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
513,25-Nov-2018 - 00:00,26-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
514,26-Nov-2018 - 00:00,27-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
515,27-Nov-2018 - 00:00,28-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
516,28-Nov-2018 - 00:00,29-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
517,29-Nov-2018 - 00:00,30-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
518,30-Nov-2018 - 00:00,01-Dec-2018 - 00:00,55.57,101.97,2.95,37.44,22.33,15.14,6.87,0.79,86.05,4.3,8.64,30.11,64.03,1.62,88.2,8.8,752.03,0.02,26.58,0,2.73,0
519,01-Dec-2018 - 00:00,02-Dec-2018 - 00:00,62.76,122.04,6.82,37.44,25.45,15.54,7.96,0.67,85.34,4.47,8.53,29.73,62.38,1.91,205.7,133.86,751.58,0.02,26.55,0,2.12,0
520,02-Dec-2018 - 00:00,03-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
521,03-Dec-2018 - 00:00,04-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
522,04-Dec-2018 - 00:00,05-Dec-2018 - 00:00,82.59,142.5,3.7,30.73,19.34,12.97,6.59,0.91,133.37,4.89,7.93,29.25,66.57,2.72,131.33,87.54,752.41,0.12,26.65,0,2.65,0
523,05-Dec-2018 - 00:00,06-Dec-2018 - 00:00,89.91,148.69,4.42,29.11,19.08,13.19,5.27,0.85,128.93,4.95,9.2,29.34,69.47,1.75,154.8,92.72,751.65,0.04,26.47,0,2.3,0
524,06-Dec-2018 - 00:00,07-Dec-2018 - 00:00,95.88,155.57,3.83,21.71,14.67,13.14,4.29,0.89,131.93,4.79,8.34,29.08,72.26,1.62,84.67,90.28,751.29,0.04,26.99,0,2.18,0
525,07-Dec-2018 - 00:00,08-Dec-2018 - 00:00,106.84,,3.95,19.81,13.74,14.05,5.81,0.84,119.57,5.29,11.5,28.95,73.7,1.46,103.36,87.16,753.14,0.03,26.41,0,0.97,0
526,08-Dec-2018 - 00:00,09-Dec-2018 - 00:00,105.48,168.23,3.64,26.92,17.27,13.3,10.13,0.91,135.76,4.3,8.4,28.94,70.93,1.93,103.32,69.41,755.16,0.05,26.77,0,3.05,0
527,09-Dec-2018 - 00:00,10-Dec-2018 - 00:00,115.24,180.54,4.33,23.69,16.11,14.91,8.87,0.83,157.97,4.31,8.45,29.58,71.29,2.23,137.73,140.49,754.97,0.07,26.46,0,2.84,0
528,10-Dec-2018 - 00:00,11-Dec-2018 - 00:00,86.26,156.28,4.02,35.14,21.96,12.78,8.16,0.61,161.21,4.54,8.7,29.7,69.07,2.24,87.2,75.78,752.65,0.09,26.34,0,2.64,0
529,11-Dec-2018 - 00:00,12-Dec-2018 - 00:00,73.38,138.26,3.99,35.48,22.12,10.95,5.7,0.88,163.36,4.62,8.91,29.32,64.83,2.06,86.02,130.5,754.56,0.09,26.9,0,3.28,0
530,12-Dec-2018 - 00:00,13-Dec-2018 - 00:00,69.92,123.72,4.36,30.02,19.48,10.81,5.44,0.86,88.09,4.35,8.14,30.72,71.17,2.56,91.77,116.91,755.83,0.12,26.9,0,2.8,0
531,13-Dec-2018 - 00:00,14-Dec-2018 - 00:00,82.48,135.7,4.27,25.8,17.2,12.29,5.8,0.83,87.58,4.31,9.07,30.76,71.89,2.27,133.14,103.1,758.61,0.06,26.59,0,2.34,0
532,14-Dec-2018 - 00:00,15-Dec-2018 - 00:00,80.48,145.59,4.26,21.05,14.67,12.07,7.75,0.79,99.75,4.16,6.87,30.36,66.44,3.22,148.73,106.42,759.1,0.11,26.52,0,1.36,0
533,15-Dec-2018 - 00:00,16-Dec-2018 - 00:00,77.08,168.43,4.09,19.11,13.49,11.8,10.39,0.71,87.08,3.73,4.93,31.03,57.23,4.16,181.21,77.97,759.92,0.12,26.19,0,1.01,0
534,16-Dec-2018 - 00:00,17-Dec-2018 - 00:00,51.61,104.32,4.66,22.3,15.65,10.16,6.91,0.61,47.34,2.83,5.48,31.4,58,4.54,222.65,49.49,757.01,0.07,23.84,0,0.99,0
535,17-Dec-2018 - 00:00,18-Dec-2018 - 00:00,25.15,42.22,4.65,15.65,12.09,8.22,2.85,0.58,52.17,2.37,3.69,31.53,81.98,4.82,165.24,20.93,751.02,0.08,22.24,1,0.5,76
536,18-Dec-2018 - 00:00,19-Dec-2018 - 00:00,5.04,24.18,10.76,34.81,25.74,7.63,3.6,0.51,19.15,3.87,9.26,29.19,81.55,1.88,213.03,48.73,755.61,0.01,22.37,0,3.63,0
537,19-Dec-2018 - 00:00,20-Dec-2018 - 00:00,9.41,27.72,5.15,21.05,15.39,7.43,2.66,0.45,37.8,2.46,6.42,29.36,74.14,2.93,156.38,125.21,759.36,0.06,23.39,0,1.85,0
538,20-Dec-2018 - 00:00,21-Dec-2018 - 00:00,24.81,48.17,5.69,28.08,19.57,9.3,3.48,,45.12,2.79,8.66,29.46,71.46,2.55,143.3,124.78,760.2,0.09,23.74,0,1.9,0
539,21-Dec-2018 - 00:00,22-Dec-2018 - 00:00,43.51,76.43,4.76,26.37,17.91,10.6,5.34,,66.07,2.99,6.87,28.93,70.87,2.27,148.47,120.04,758.8,0.06,24.5,0,1.84,0
540,22-Dec-2018 - 00:00,23-Dec-2018 - 00:00,65.14,98.53,4.32,28.68,18.77,12.98,17.28,0.61,81.62,2.67,7.66,29.59,69.2,2.45,122.66,112.96,759.83,0.08,24.49,0,1.18,0
541,23-Dec-2018 - 00:00,24-Dec-2018 - 00:00,87.24,132.7,4.31,35.46,22.36,13.82,,0.69,103.35,0.01,0.01,30.22,66.64,2.13,147.37,107.01,760.23,0.04,24.13,0,0.01,0
542,24-Dec-2018 - 00:00,25-Dec-2018 - 00:00,86.79,141.63,9.43,45.9,32.09,12.06,,0.63,104.02,1.94,4.15,30.33,66.83,1.76,160.43,105.33,759.17,0.05,24.21,0,1.54,0
543,25-Dec-2018 - 00:00,26-Dec-2018 - 00:00,107.27,200.57,22.49,86.12,64.09,12.89,,1,111.96,5.52,12.47,30.6,72.83,1.13,152.24,110.26,758.47,0.02,24.33,0,4.26,0
544,26-Dec-2018 - 00:00,27-Dec-2018 - 00:00,117.91,192.28,32.19,93.54,75.92,12.36,8.24,1.07,117.22,5.81,10.97,30.45,74.78,1.26,135.07,116.42,757.73,0.03,24.22,0,5.14,0
545,27-Dec-2018 - 00:00,28-Dec-2018 - 00:00,111.27,194.57,29.99,78.91,66.36,13.76,18.57,0.86,120.06,5.01,8.93,30.91,75.77,1.23,140.43,111.64,756.49,0.02,24.56,0,3.83,0
546,28-Dec-2018 - 00:00,29-Dec-2018 - 00:00,99.81,179.8,10.51,57.28,39.1,14.85,12.25,0.72,116.92,4.04,8.34,31.25,75.24,2.19,176.52,123.98,756.38,0.08,24.85,0,2.35,0
547,29-Dec-2018 - 00:00,30-Dec-2018 - 00:00,77.16,137.11,3.46,39.71,23.93,13.89,17.94,0.64,104.49,3.44,6.09,30.89,58.13,3.06,134.82,169.79,762.6,0.1,24.5,0,1.69,0
548,30-Dec-2018 - 00:00,31-Dec-2018 - 00:00,69.19,113.06,2.19,19.47,12.13,13.03,17.62,0.45,100.56,2.46,6.8,30.28,58.83,1.78,181.44,7,762.44,-0.01,21.5,0,0.64,0
549,31-Dec-2018 - 00:00,01-Jan-2019 - 00:00,73.08,178.92,26.32,92.85,70.78,9.73,27.53,1.2,81.2,4.88,9.27,30.37,49.85,1.88,149.95,197.24,765.74,0.05,23.82,0,4.53,0
550,01-Jan-2019 - 00:00,02-Jan-2019 - 00:00,130.27,262.73,24.77,104.35,75.64,12.26,30.08,1.26,62.13,6.05,9.81,30.6,60.65,1.38,174.54,127.78,765.28,0.03,22.41,0,4.9,0
551,02-Jan-2019 - 00:00,03-Jan-2019 - 00:00,133.23,261.71,15.83,93.74,62.73,14.31,28.51,1.28,94.02,5.35,9,30.17,68.49,1.36,166.5,118.47,765.12,0.02,22.92,0,3.94,0
552,03-Jan-2019 - 00:00,04-Jan-2019 - 00:00,148.16,287.66,26.63,105.63,77.83,16.71,27.85,1.35,92.75,5.79,9.77,30.48,69.54,1.26,176.58,124.16,765.57,0.03,23.42,0,4.88,0
553,04-Jan-2019 - 00:00,05-Jan-2019 - 00:00,139.27,240.4,28.2,87.51,69.47,15.52,22.61,1.19,110.93,5,7.67,30.67,72.5,1.63,161.4,118.46,765.25,0.05,23.56,0,3.64,0
554,05-Jan-2019 - 00:00,06-Jan-2019 - 00:00,116.27,170.32,3.08,41.81,24.73,15.08,13.3,0.95,141.58,3.06,4.45,30.08,71.61,1.77,143.27,116.15,762.99,0.04,23.86,0,1.28,0
555,06-Jan-2019 - 00:00,07-Jan-2019 - 00:00,131.76,197.45,12.48,74.3,49.65,14,11.74,1.12,99.77,4.12,6.2,30.22,70.44,1.62,151.21,116.22,761.05,0.04,23.6,0,2,0
556,07-Jan-2019 - 00:00,08-Jan-2019 - 00:00,119.74,254.97,20.15,93.61,66.17,13.74,15.18,1.23,57.75,4.96,7.79,30.28,67.9,1.48,180.46,117.66,758.73,0.04,23.59,0,2.74,0
557,08-Jan-2019 - 00:00,09-Jan-2019 - 00:00,139.19,306.73,43.62,131.53,105.43,15.59,40.65,1.52,73.36,7.5,10.77,30.44,67.19,1.18,204.4,116.03,758.44,0.01,24.03,0,4.82,0
558,09-Jan-2019 - 00:00,10-Jan-2019 - 00:00,135.76,274.04,27.83,83.62,67.12,15.95,20.38,1.35,109.11,4.94,7.69,30.24,74.26,1.52,153.94,91.26,759.53,0.03,23.73,0,3.18,0
559,10-Jan-2019 - 00:00,11-Jan-2019 - 00:00,135.69,226.69,18.19,67.49,50.69,18.73,16.11,1.09,120.36,4.14,7.04,30.89,75.5,1.83,142.85,107.39,760.41,0.06,24.04,0,2.4,0
560,11-Jan-2019 - 00:00,12-Jan-2019 - 00:00,106.26,160.93,3.27,33.49,20.48,14.91,11.76,0.85,113.1,2.62,4.02,30.76,73.1,2.02,164.68,112.79,761.79,0.05,24.36,0,1.1,0
561,12-Jan-2019 - 00:00,13-Jan-2019 - 00:00,117.29,203.71,18.41,58.86,45.95,13.63,17.81,1.02,89.3,3.81,6.64,31.55,74.94,1.81,149.27,111.82,761.83,0.05,24.09,0,2.32,0
562,13-Jan-2019 - 00:00,14-Jan-2019 - 00:00,120.94,207.36,15.32,59.19,43.94,11.47,15.62,1.04,96.02,4.67,7.16,29.4,72.98,1.48,166.69,124.94,761.99,0.05,24.21,0,2.61,0
563,14-Jan-2019 - 00:00,15-Jan-2019 - 00:00,201.85,312.04,21.8,83.95,62.37,16.27,37.14,1.75,81.67,6.12,8.45,29.44,69.96,1.15,191.51,113.95,760.01,0.02,24.09,0,3.37,0
564,15-Jan-2019 - 00:00,16-Jan-2019 - 00:00,65,266.89,17.32,60.86,46.44,10.71,31.6,1.17,68.99,5.57,8.88,29.06,67.14,1.54,157.57,111.48,760.5,0.04,24.18,0,3.78,0
565,16-Jan-2019 - 00:00,17-Jan-2019 - 00:00,,186.74,2.4,17.27,11.14,10.73,11.41,0.88,151.95,2.47,2.82,28.91,75,2.22,157.84,109.01,761.01,0.05,24.34,0,0.56,0
566,17-Jan-2019 - 00:00,18-Jan-2019 - 00:00,101.7,211.74,5.81,32.27,21.89,12.01,15.09,0.97,125.78,3.05,4.98,29.19,75.65,1.61,144.24,109.25,758.83,0.04,24.26,0,1.06,0
567,18-Jan-2019 - 00:00,19-Jan-2019 - 00:00,124.66,252.61,16.51,57.34,43.92,11.28,21.06,1.1,110.76,4.08,6.35,29.46,75.47,1.31,181.19,117.7,759.1,0.03,24.68,0,1.87,0
568,19-Jan-2019 - 00:00,20-Jan-2019 - 00:00,129.4,242.55,30.89,82.36,68.92,10.21,30.63,1.32,95.59,5.03,8.54,29.64,73.07,1.31,188.62,119.35,760.75,0.03,24.8,0,3.74,0
569,20-Jan-2019 - 00:00,21-Jan-2019 - 00:00,123.59,257.01,33.25,77.83,68.44,10.17,20.94,1.26,82.76,6,9.28,29.86,71.9,1.45,199.35,123,761.84,0.03,24.52,0,4,0
570,21-Jan-2019 - 00:00,22-Jan-2019 - 00:00,144.79,290.89,20.62,61.12,49.27,12.41,25.5,1.32,40.3,6.33,12.34,30.02,73.07,1.28,165.9,134.73,760.76,0.03,24.35,0,4.15,0
571,22-Jan-2019 - 00:00,23-Jan-2019 - 00:00,127.27,240.57,22.53,62.57,51.6,11.57,16.89,1.19,17.57,5.75,9.11,29.42,72.29,1.35,170.15,130.95,760.83,0.03,24.31,0,4.23,0
572,23-Jan-2019 - 00:00,24-Jan-2019 - 00:00,117.55,135.89,35.13,74.85,68.39,16.53,18.31,1.11,30.81,5.52,9.14,30.16,72.23,1.53,166.03,131.73,760.3,0.04,24.31,0,3.78,0
573,24-Jan-2019 - 00:00,25-Jan-2019 - 00:00,114.71,231.59,33.6,48.9,53.44,15.07,24.34,1.12,27.74,6.44,10.86,30.83,74.63,1.28,173.27,99.77,760.99,0.02,24.43,0,4.72,0
574,25-Jan-2019 - 00:00,26-Jan-2019 - 00:00,101.92,214.04,51.62,41.17,63.87,12.3,18.59,1.02,7.4,7.47,13.33,28.8,80.7,1.03,181.28,51.28,760.03,0.02,24.29,0,6.51,0
575,26-Jan-2019 - 00:00,27-Jan-2019 - 00:00,46.23,57.6,14.53,22.31,23.68,14.39,7.08,0.65,28.01,3.01,6.09,28.28,74.97,1.98,128.3,123.4,759.5,0.07,25.41,0,1.78,0
576,27-Jan-2019 - 00:00,28-Jan-2019 - 00:00,82.65,132.21,2.34,17.6,11.27,17.31,6.78,0.78,70.68,3.28,4.88,28.11,68.79,2.4,142.83,87.83,760.44,0.08,25.29,0,0.6,0
577,28-Jan-2019 - 00:00,29-Jan-2019 - 00:00,84.74,136.94,6.17,43.45,28.12,14.63,8.09,0.87,51.23,3.5,5.49,28.04,59.53,2.17,179.29,39.93,762.02,0.03,24.31,0,1.4,0
578,29-Jan-2019 - 00:00,30-Jan-2019 - 00:00,80.5,128.14,5.43,44.54,28.11,14.45,8.69,0.83,62.52,3.17,4.67,27.86,62.83,2.05,157.22,118.9,761.14,0.04,24.98,0,1.36,0
579,30-Jan-2019 - 00:00,31-Jan-2019 - 00:00,70.94,117.53,2.98,33.77,20.39,13.34,10.26,0.7,77.5,2.13,3.89,27.93,61.48,2.63,144.18,108.84,762.69,0.05,24.35,0,0.87,0
580,31-Jan-2019 - 00:00,01-Feb-2019 - 00:00,56.96,105.8,2.78,35.56,21.18,11.24,6.92,0.7,89.61,2.12,3.76,27.61,63.4,1.93,141.28,127.28,759.93,0.07,24.28,0,0.84,0
581,01-Feb-2019 - 00:00,02-Feb-2019 - 00:00,59.44,115.97,14.67,56.03,41.73,10.99,8.39,0.9,79.72,2.87,5.52,27.72,64.8,1.78,169.45,132.22,760.54,0.06,24.39,0,1.74,0
582,02-Feb-2019 - 00:00,03-Feb-2019 - 00:00,97.6,203.7,37.61,72.17,68.98,15.54,10.72,1.18,53.85,5.61,7.87,27.82,69.2,1.39,154.58,133.46,758.82,0.04,24.64,0,3.45,0
583,03-Feb-2019 - 00:00,04-Feb-2019 - 00:00,86.37,245.36,26.26,62.31,54.49,14.01,9.19,1.03,66.28,4.64,6.43,27.55,65.93,1.51,156.08,126,761.9,0.06,25.18,0,2.71,0
584,04-Feb-2019 - 00:00,05-Feb-2019 - 00:00,72.1,148.31,6.62,48.68,31.28,14.78,5.84,0.88,77.64,2.9,4.04,27.24,66.64,1.76,168.74,130.72,763.96,0.05,25.7,0,1.27,0
585,05-Feb-2019 - 00:00,06-Feb-2019 - 00:00,111.18,247.03,43.46,75.92,75.71,16.48,10.92,1.33,50.69,5.38,6.5,27.67,68.08,1.37,188.54,135.34,762.49,0.03,25.31,0,2.56,0
586,06-Feb-2019 - 00:00,07-Feb-2019 - 00:00,113.77,283.53,54.04,91,92.33,19.38,27.95,1.45,42.68,5.49,8.69,27.57,62.46,1.34,210.48,144.16,758.04,0.02,25.18,0,3.13,0
587,07-Feb-2019 - 00:00,08-Feb-2019 - 00:00,118.59,272.44,59.5,86.13,94.19,22.27,27.77,1.53,54.74,5.41,8.49,27.55,60.58,1.09,202.12,142.29,758.11,0.02,25.91,0,2.65,0
588,08-Feb-2019 - 00:00,09-Feb-2019 - 00:00,96.32,206.65,41.57,62.9,67.26,21.27,19.46,1.14,28.73,3.42,5.63,27.85,70.65,1.66,201.82,127.86,758.73,0.01,25.56,0,1.64,0
589,09-Feb-2019 - 00:00,10-Feb-2019 - 00:00,75.95,138.92,12.12,42.9,32.67,18.45,12.77,0.83,23.11,1.75,4.74,27.68,77.17,1.74,200.34,120.98,,0.01,26.15,0,0.47,0
590,10-Feb-2019 - 00:00,11-Feb-2019 - 00:00,76.09,,3.74,28.93,18.43,13.95,5.78,0.8,46.47,1.35,1.86,27.01,74.48,2.56,118.43,126.32,,0.11,25.92,0,0.56,0
591,11-Feb-2019 - 00:00,12-Feb-2019 - 00:00,58.16,122.65,3.04,28.18,17.47,12.12,4.45,0.68,66.15,1.21,2.12,27.13,74.29,2.53,131.7,124.12,,0.07,25.41,0,0.18,0
592,12-Feb-2019 - 00:00,13-Feb-2019 - 00:00,55.33,127.02,3.34,33.83,20.71,11.19,5.43,0.73,70.49,1.37,3.47,27.39,71.92,2.16,124.49,136.98,,0.08,25.56,0,0.28,0
593,13-Feb-2019 - 00:00,14-Feb-2019 - 00:00,61.89,128.57,5.66,37.54,24.57,10.9,7.38,0.82,87.74,1.43,2.55,27.53,69.67,2.14,141.49,142,701.83,0.07,25.28,0,0.32,0
594,14-Feb-2019 - 00:00,15-Feb-2019 - 00:00,92.94,174.02,30.1,58.68,55.69,11.24,7.27,1.04,53.73,3.06,3.66,27.76,73.12,1.29,164.69,148.83,,0.04,25.31,0,1,0
595,15-Feb-2019 - 00:00,16-Feb-2019 - 00:00,53.12,94.83,7.03,30.58,20.85,10.26,7.26,0.77,56.87,1.56,2.1,27.52,72.26,1.81,153.79,203.21,,0.05,26.56,0,0.41,0
596,16-Feb-2019 - 00:00,17-Feb-2019 - 00:00,66.88,136.27,22.56,41.88,40.61,10.27,7.52,0.84,43.21,2.03,3.5,27.74,75.95,2.04,155.64,129.77,704,0.08,25.55,0,0.64,0
597,17-Feb-2019 - 00:00,18-Feb-2019 - 00:00,50.9,109.77,7.32,36.74,25.5,9.27,11.6,0.83,25.97,1.93,3.69,27.53,74.54,2.06,208.92,135.56,,0.01,26.69,0,0.45,0
598,18-Feb-2019 - 00:00,19-Feb-2019 - 00:00,51.39,100.3,13.02,36.78,30.15,8.73,20.81,0.77,19,1.89,3.39,27.54,77.77,2.12,199.02,140.79,,0.02,27.2,0,0.65,0
599,19-Feb-2019 - 00:00,20-Feb-2019 - 00:00,33.12,71.41,6.5,21.11,16.51,8.16,4.62,0.69,15.16,1.43,1.73,27.59,77,2,184.67,134.42,,0.02,27.28,0,0.41,0
600,20-Feb-2019 - 00:00,21-Feb-2019 - 00:00,40.18,87.85,18.45,25.53,28.58,8.62,6.46,0.75,13.75,1.94,4.37,27.65,75.16,1.77,194.03,148.65,,0.02,27.07,0,0.65,0
601,21-Feb-2019 - 00:00,22-Feb-2019 - 00:00,52.12,116.3,23.86,35.94,38.52,9.65,15.98,0.82,18.2,2.05,3.85,27.75,76.76,1.83,203.5,144.81,,0.03,26.76,0,0.89,0
602,22-Feb-2019 - 00:00,23-Feb-2019 - 00:00,54.72,121.42,10.28,41.54,30.01,10.49,9.63,0.64,30.67,1.99,6.21,26.5,73.11,2.24,209.87,122.9,,0.03,27.28,0,0.49,0
603,23-Feb-2019 - 00:00,24-Feb-2019 - 00:00,49.78,125.68,11.65,47.64,33.7,9.6,13.91,0.83,17.01,2.01,3.71,26.29,65.88,2.09,231.5,32.17,747.97,0.01,27.75,0,0.58,0
604,24-Feb-2019 - 00:00,25-Feb-2019 - 00:00,43.26,147.1,15.62,51.58,40.23,11.11,32.16,0.72,21.88,1.83,4.2,28.46,57.86,2.49,225.48,148.54,748.36,0.01,28.97,0,0.46,0
605,25-Feb-2019 - 00:00,26-Feb-2019 - 00:00,47.48,164.36,15.89,35.04,31.72,14.81,25.28,1.1,12.27,2.49,3.93,27.56,68.21,3.24,226.68,145.99,748.3,0.02,27.67,0,0.69,0
606,26-Feb-2019 - 00:00,27-Feb-2019 - 00:00,54.12,183.75,8.32,29.12,22.24,13.75,6.99,1.08,1.64,3.21,2.88,24.61,82.38,1.89,214.75,6,748.12,0.01,25.89,0,0.54,0
607,27-Feb-2019 - 00:00,28-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
608,28-Feb-2019 - 00:00,01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
609,01-Mar-2019 - 00:00,02-Mar-2019 - 00:00,10.78,45.66,4.56,16.69,11.17,13.33,3.37,0.42,18.74,5.04,3.77,29.85,78.16,3.03,84.74,36.29,748.26,0.14,26.62,0.18,1.13,7
610,02-Mar-2019 - 00:00,03-Mar-2019 - 00:00,16.33,52.72,5.4,14.53,11.67,18.17,4.67,0.46,25,1.03,1.95,29.91,75.7,2.55,118.17,145.55,752.88,0.09,26.93,0.12,0.53,12
611,03-Mar-2019 - 00:00,04-Mar-2019 - 00:00,27.24,70.04,9.37,21.41,18.86,19.13,6.08,0.56,25.05,1.43,2.41,29.93,76.97,1.92,176.62,128.82,752.74,0.01,27.03,0,0.46,0
612,04-Mar-2019 - 00:00,05-Mar-2019 - 00:00,27.85,89.01,9.56,24.51,20.43,16.78,10.4,0.75,15.29,1.91,2.59,29.98,75.09,3.22,201.57,141.3,749.66,0.02,27.76,0,0.51,0
613,05-Mar-2019 - 00:00,06-Mar-2019 - 00:00,22.56,91.18,11.73,26.71,23.81,14.71,11.54,0.66,12.59,1.57,2.94,29.73,74.76,3.9,215.49,159.34,748.36,0.03,28.11,0,0.56,0
614,06-Mar-2019 - 00:00,07-Mar-2019 - 00:00,42.23,111.81,10.56,32.43,25.66,15.02,13.91,0.75,13.91,1.89,3.24,29.88,76.22,3.45,206.33,156.79,749.14,0.03,28.69,0,0.62,0
615,07-Mar-2019 - 00:00,08-Mar-2019 - 00:00,29.69,90.23,7.11,23.47,17.92,13.4,7.33,0.63,20.98,1.47,3.97,29.9,77.12,2.35,183.29,151.89,751.05,0.04,28.61,0.05,0.31,3.5
616,08-Mar-2019 - 00:00,09-Mar-2019 - 00:00,35.04,83.62,18.09,31.24,30.29,14.34,4.54,0.78,26.46,1.76,5.63,29.62,79.95,1.91,154.68,129.16,754.59,0.05,27.26,0.08,0.85,7
617,09-Mar-2019 - 00:00,10-Mar-2019 - 00:00,26.45,96.43,27.86,38.37,43.06,9.52,5.68,0.92,13.17,2.47,4.69,28.91,77.61,1.94,205.19,106.92,755.53,0.03,27.81,0,1.29,0
618,10-Mar-2019 - 00:00,11-Mar-2019 - 00:00,18.04,74.82,17.89,36.64,34.03,8.78,12.44,0.57,9.98,1.06,4.13,28.56,74.86,2.7,212.86,173.45,755.76,0.02,28.12,0,0.34,0
